Filenames,Contents
train2011-673_000007.jpg,à ce type de contrat ? De combien sont les primes d'assurance ?
train2011-673_000008.jpg,quelles sont les conditions de résiliation ?
train2011-673_000009.jpg,"Dans l'attente d'une réponse de votre part, je vous prie"
train2011-673_000010.jpg,d'agréer l'expression de mes sentiments les meilleurs.
train2011-673_000011.jpg,Bien Cordialement.
train2011-674_000001.jpg,Je souhaiterai modifier la commande que j'ai
train2011-674_000002.jpg,"passé le 10 février 2007, celle-ci correspond au numéro client"
train2011-674_000003.jpg,indiqué ci-dessus.
train2011-674_000004.jpg,"En effet, étant donné les prix très concurrentiels"
train2011-674_000005.jpg,"que vous pratiquez, ainsi que la qualité des produits que vous"
train2011-674_000006.jpg,"distribuez, je voudrai doubler la quantité de chaussettes, à la"
train2011-674_000007.jpg,"place de 9 paires préalablement commandées, je souhaiterai en"
train2011-674_000008.jpg,recevoir 18.
train2011-674_000009.jpg,Merci de prendre en compte cette modification.
train2011-674_000010.jpg,"Cordialement,"
train2011-675_000001.jpg,Suite à mon déménagement je veux vous prévenir que
train2011-675_000002.jpg,mon numéro de téléphone a changé. Désormais vous
train2011-675_000003.jpg,pourrez me joindre au 03 94 68 12 62.
train2011-675_000004.jpg,"Cordialement, M. BELLET"
train2011-676_000001.jpg,"Je vous ai fait parvenir,"
train2011-676_000002.jpg,"le 20 du mois dernier, ma demande"
train2011-676_000003.jpg,"de résiliation complète, qui n'a pas"
train2011-676_000004.jpg,été prise en compte.
train2011-676_000005.jpg,Merci de me faire parvenir
train2011-676_000006.jpg,au plus vite une confirmation de
train2011-676_000007.jpg,mon désabonnement à date du 1er de
train2011-676_000008.jpg,ce mois
train2011-676_000009.jpg,Cordialement
train2011-677_000001.jpg,"Je vous informe que suite à mon déménagement, je souhaite"
train2011-677_000002.jpg,résilier mon contrat d'assurance habitation concernant le
train2011-677_000003.jpg,logement cité ci-dessus.
train2011-677_000004.jpg,Vous remerciant par avance de bien vouloir traiter rapidement
train2011-677_000005.jpg,"ma demande, je vous prie d'agréer, Madame, Monsieur,"
train2011-677_000006.jpg,l'expression de mes salutations distinguées.
train2011-678_000001.jpg,"Par cette lettre, je vous informe, qu'à partir du jeudi 19"
train2011-678_000002.jpg,"mars 2007, je n'habiterai plus dans la région."
train2011-678_000003.jpg,Je viens d'acquérir une maison avec mon conjoint qui se
train2011-678_000004.jpg,situe : 138 route de ¤Saurne¤ à SCHNENHEIM (67440).
train2011-678_000005.jpg,"Par conséquent, je vous remercie de bien vouloir prendre"
train2011-678_000006.jpg,en compte ce changement d'adresse pour l'envoi de
train2011-678_000007.jpg,toute correspondance ou relevés bancaires.
train2011-678_000008.jpg,"Je vous prie de croire, Monsieur, Madame, en mes sincères"
train2011-678_000009.jpg,salutations.
train2011-679_000001.jpg,Je vous écris pour vous informer de ma nouvelle situation familiale
train2011-679_000002.jpg,"En effet à la date du 31 février 2007, ma femme et moi"
train2011-679_000003.jpg,"avons divorcé Ainsi, j'ai obtenu la garde de mes trois enfants"
train2011-679_000004.jpg,les week-ends et ma femme le reste de la semaine. Vous
train2011-679_000005.jpg,trouverez ci-joint le jugement de divorce.
train2011-679_000006.jpg,Merci de faire le changement
train2011-679_000007.jpg,Veuillez agréer
train2011-679_000008.jpg,"Madame, Monsieur,"
train2011-679_000009.jpg,Mes Salutations Distinguées
train2011-680_000001.jpg,"Suite à certains problèmes d'ordre familial, mon"
train2011-680_000002.jpg,endettement est devenu trop important ces
train2011-680_000003.jpg,dernières semaines. Je rencontre donc actuellement
train2011-680_000004.jpg,quelques difficultés de paiement et c'est
train2011-680_000005.jpg,pourquoi je m'adresse à vous avec la demande
train2011-680_000006.jpg,d'échelonner mes remboursements.
train2011-680_000007.jpg,J'espère que vous serez favorable à ma requête
train2011-680_000008.jpg,"Cordialement,"
train2011-681_000001.jpg,Suite à notre conversation téléphonique
train2011-681_000002.jpg,concernant le dégât des eaux survenu chez moi le
train2011-681_000003.jpg,"18/02/07, je vous envoie le devis détaillé de"
train2011-681_000004.jpg,la remise en état de mon plafond et du changement
train2011-681_000005.jpg,de papier peint de mon séjour.
train2011-681_000006.jpg,"Vous souhaitant bonne réception, je vous"
train2011-681_000007.jpg,"prie d'agréer Madame, Monsieur mes salutations"
train2011-681_000008.jpg,distinguées.
train2011-682_000001.jpg,"Suite à mon récent divorce, je vous informe de la"
train2011-682_000002.jpg,fermeture du compte bancaire commun à ma femme et à
train2011-682_000003.jpg,moi-même.
train2011-682_000004.jpg,"De plus, je souhaite pour ma part rester au sein de"
train2011-682_000005.jpg,votre agence et c'est pourquoi je vous prierais de m'envoyer
train2011-682_000006.jpg,les différentes formules que vous proposez à vos clients.
train2011-682_000007.jpg,En l'attente de la fermeture de mon compte et de
train2011-682_000008.jpg,"votre courrier, veuillez agreer, Messieurs, l'expression"
train2011-682_000009.jpg,de mes sentiments distingués.
train2011-683_000001.jpg,Je soussignée MATEI Adèle souhaite commander des actions
train2011-683_000002.jpg,"boursières, comme vous me l'avez conseillé lors de notre dernier"
train2011-683_000003.jpg,entretien.
train2011-683_000004.jpg,Je veux en effet investir un montant de 1500 € en actions
train2011-683_000005.jpg,"boursières, et pour cela je souhaiterai que vous vous chargiez de"
train2011-683_000006.jpg,choisir le placement adéquat pour moi.
train2011-683_000007.jpg,"Espérant que vous pourrez répondre à mes attentes, je"
train2011-683_000008.jpg,"vous prie d'agréer, Monsieur, l'expression de mes sentiments"
train2011-683_000009.jpg,distingués.
train2011-684_000001.jpg,"Apres  trois semaines d'utilisation de votre service téléphonique,"
train2011-684_000002.jpg,je me permets de vous signale que je suis vraiment insatisfaite
train2011-684_000003.jpg,par vos produits. Je suis  souvant  coupé et n'entend rien sur
train2011-684_000004.jpg,ma ligne.
train2011-684_000005.jpg,"Tous comme le stipule le règlement et l'article 6.7.32,"
train2011-684_000006.jpg,je souhaiterais me faire rembourser.
train2011-684_000007.jpg,Ci-joint le retour de votre produit.
train2011-684_000008.jpg,"Veuillez recevoir, Madame, mes salutations les meilleures."
train2011-685_000001.jpg,"Me mariant prochainement, je dois souscrire à d'une assurance couple."
train2011-685_000002.jpg,Pouvez-vous m'envoyer de la documentation concernant les contrats
train2011-685_000003.jpg,d'assurance vie.
train2011-685_000004.jpg,Je vous en remercie d'avance.
train2011-685_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes meilleures salutations"
train2011-686_000001.jpg,"Etant l'un de vos client depuis plus de 3 ans, j'ai décidé de résilier mon"
train2011-686_000002.jpg,abonnement téléphonique le mois dernier. Je vous ai
train2011-686_000003.jpg,donc envoyer une lettre
train2011-686_000004.jpg,de résiliation en recommandé avec accusé de reception en tenant compte des
train2011-686_000005.jpg,3 mois de préavis.
train2011-686_000006.jpg,Mais ce mois-ci je constate que ma demande de résiliation n'a pas été prise
train2011-686_000007.jpg,"en compte, et j'ai reçu une nouvelle facture."
train2011-686_000008.jpg,Je vous demande donc une nouvelle fois de mettre fin à mon contrat
train2011-686_000009.jpg,d'abonnement dans le meilleur délais sachant que vous avez un mois de
train2011-686_000010.jpg,retard et je vous demande donc de me rembourser ma facture du mois de Janvier.
train2011-686_000011.jpg,"En espérant que vous prendrez très vite un compte ma demande, je vous prie"
train2011-687_000001.jpg,Ma demande d'information adressée le 15 janvier 2007
train2011-687_000002.jpg,"étant restée sans réponse, je me permets de vous relancer."
train2011-687_000003.jpg,"Je vous rappelle ma référence client, inscrite sur mon"
train2011-687_000004.jpg,précédent courrier : KFKZQ50.
train2011-687_000005.jpg,Je vous rappelle ma demande d'information. Je
train2011-687_000006.jpg,souhaiterai avoir la liste des hors-séries du magazine
train2011-687_000007.jpg,"mensuel ""Fleurs et Merguez"" compris dans l'abonnement"
train2011-687_000008.jpg,"24 numéros, soit 2 ans."
train2011-687_000009.jpg,"En vous remerciant d'avance pour votre réponse,"
train2011-687_000010.jpg,"Cordialement,"
train2011-688_000001.jpg,"Ayant davantage de temps pour mes loisirs, je"
train2011-688_000002.jpg,"souhaite souscrire un abonnement au mensuel ""Fleurs et"
train2011-688_000003.jpg,"Merguez"". Je vous remercie donc de me faire parvenir"
train2011-688_000004.jpg,votre formulaire d'abonnement dès que possible.
train2011-688_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assu-"
train2011-688_000006.jpg,rance de mes sentiments les meilleurs.
train2011-689_000001.jpg,J'ai passé une commande il y a quelques jours pour
train2011-689_000002.jpg,me faire livrer 2 boîtes de CD vierges. Il se trouve que je ne
train2011-689_000003.jpg,"parviens pas à vous joindre par téléphone, aussi je m'adresse à"
train2011-689_000004.jpg,vous par courrier pour vous demander de bien vouloir doubler cette
train2011-689_000005.jpg,"commande, soit 4 boîtes de CD vierges."
train2011-689_000006.jpg,"Merci d'avance. Cordialement,"
train2011-690_000001.jpg,Je vous contacte afin de modifier mes données
train2011-690_000002.jpg,"personnelles, suite  a  la naissance de mon premier enfant"
train2011-690_000003.jpg,le 12 février 2007.
train2011-690_000004.jpg,Je vous serais reconnaissante de bien vouloir mettre
train2011-690_000005.jpg,à jour ma situation rapidement.
train2011-690_000006.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes"
train2011-690_000007.jpg,sincères salutations.
train2011-691_000001.jpg,"Je souhaiterais vous adresser, par la présente,"
train2011-691_000002.jpg,ma demande pour une remise gracieuse d'impôts. Ma
train2011-691_000003.jpg,demande est motivée par un niveau d'endettement qui
train2011-691_000004.jpg,est devenu un peu trop important pour pouvoir vivre
train2011-691_000005.jpg,décemment.
train2011-691_000006.jpg,Je vous serais gré d'accepter ma demande
train2011-691_000007.jpg,"En vous remerciant par avance, veuillez agréer,"
train2011-691_000008.jpg,"madame, monsieur, en l'expression de ma respectueuse"
train2011-691_000009.jpg,considération.
train2011-692_000001.jpg,"Assuré chez NAIF Assurances depuis 5 ans, c'est la première fois"
train2011-692_000002.jpg,que je me vois contraint de faire appel à vous.
train2011-692_000003.jpg,"En route pour me rendre à mon lieu de travail, je me suis"
train2011-692_000004.jpg,trompé de voie en arrivant à une intersection avec feux tricolores.
train2011-692_000005.jpg,J'ai donc voulu me repositionner sur la bonne voie et j'ai procédé
train2011-692_000006.jpg,à une courte marche arrière. Je n'ai pas aperçu le véhicule qui
train2011-692_000007.jpg,venait de se placer derrière moi et nos deux véhicules sont
train2011-692_000008.jpg,rentrés en contact.
train2011-692_000009.jpg,Un constat a été rédigé et il stipule en toute logique que je
train2011-692_000010.jpg,suis responsable de l'accident (constat ci-joint).
train2011-692_000011.jpg,"En vous remerciant par avance de votre intervention, veuillez"
train2011-692_000012.jpg,"agréer, Madame, Monsieur, l'expression de mes salutations distinguées."
train2011-693_000001.jpg,Votre groupe de téléphonie propose des produits qui pourraient
train2011-693_000002.jpg,"me convenir. En effet, par soucis de modernisme, je souhaite changer les"
train2011-693_000003.jpg,appareils existants dans ma maison. J'ai déjà pu remarquer quelques
train2011-693_000004.jpg,"uns de vos articles sur plusieurs publicités. Cependant, afin de"
train2011-693_000005.jpg,"comparer vos différents produits ainsi que ¤leurs¤  caracteristiques , je"
train2011-693_000006.jpg,souhaiterais obtenir plus de renseignements.
train2011-693_000007.jpg,Pourriez vous m'envoyer un catalogue regroupant vos produits?
train2011-693_000008.jpg,En vous remerciant de l'interêt que vous porterez à
train2011-693_000009.jpg,"cette lettre, je vous prie d'agréer, madame, monsieur, mes"
train2011-693_000010.jpg,salutations distinguées.
train2011-694_000001.jpg,J'aimerais effectuer une commande d'actions boursières
train2011-694_000002.jpg,par un montant de 1500 euros.
train2011-694_000003.jpg,"Dans le cadre de cette commande, je souhaiterais"
train2011-694_000004.jpg,obtenir vos conseils en ce qui concerne l'acquisition de ces actions
train2011-694_000005.jpg,boursières. Je place donc toute ma confiance en vous en ce qui
train2011-694_000006.jpg,concerne le choix du domaine de placement.
train2011-694_000007.jpg,Lorsque vous aurez effectué votre choix je vous serez gré
train2011-694_000008.jpg,de bien vouloir me communiquer toutes les informations quant
train2011-694_000009.jpg,à mon placement.
train2011-694_000010.jpg,"Veuillez agréer, Monsieur, mes salutations distingués."
train2011-695_000001.jpg,Le mois dernier je vous ai envoyé une
train2011-695_000002.jpg,lettre en nous démandant des renseignements
train2011-695_000003.jpg,par rapport au compte d'epargne dont
train2011-695_000004.jpg,Vous ¤m'aviez parler¤ lors de notre dernier
train2011-695_000005.jpg,Rendez-vous. Je vous serais gré de m'envoyer
train2011-695_000006.jpg,le ¤charte¤ de modalités du compte et en plus
train2011-695_000007.jpg,d'y ajouter une brochure avec tous les
train2011-695_000008.jpg,types de compte de la banque postale.
train2011-695_000009.jpg,"J'espère avoir une réponse rapide, car"
train2011-695_000010.jpg,il n'est indispensable d'obtenir ce
train2011-695_000011.jpg,compte d'epargne.
train2011-695_000012.jpg,"Je vous remercie votre attention,"
train2011-695_000013.jpg,Veuillez agréer mes salutations les plus distinguées.
train2011-696_000001.jpg,"J'ai reçu aujourd'hui, mardi 16  aout , la facture que vous m'avez envoyé le 13  aout"
train2011-696_000002.jpg,"dernier. Un bonheur n'arrivant jamais seul, ma femme a accouché le même jour."
train2011-696_000003.jpg,Vous n'êtes sans doute pas sans savoir que ma femme a perdu son travail très récemment
train2011-696_000004.jpg,"et que moi même je travaille à mi-temps. Avec l'arrivée de notre septième enfant, et un"
train2011-696_000005.jpg,"hiver qui s'est prolongé jusqu'en mai, nos fins de mois risquent d'être encore plus difficiles"
train2011-696_000006.jpg,à gérer.
train2011-696_000007.jpg,"L'automne prochain risque de nous causer de nouveaux soucis, avec l'entrée de plusieurs"
train2011-696_000008.jpg,"de mes enfants au lycée, au collège et à l'école primaire. A cela se rajoutera l'achat"
train2011-696_000009.jpg,d'une voiture plus spacieuse pour pouvoir trimbaler toute la famille. Sans oublier les
train2011-696_000010.jpg,"remboursements de divers prets, comme celui de la maison, de la chaudière, et j'en passe..."
train2011-696_000011.jpg,C'est pourquoi je me permets de prendre le devant en ¤vous¤ demandant dès maintenant
train2011-696_000012.jpg,un petit rabais sur notre dernière facture de 13  aout  dernier.
train2011-696_000013.jpg,"En espérant une réponse positive de votre part je vous prie d'agréer, madame,"
train2011-696_000014.jpg,monsieur l'expression de mes sentiments les meilleurs
train2011-697_000001.jpg,"Réellement intéressée par vos activités et vos produits, je souhaiterais"
train2011-697_000002.jpg,connaître la marche à suivre pour devenir cliente de votre société.
train2011-697_000003.jpg,Avez-vous besoin de renseignements précis à mon sujet?
train2011-697_000004.jpg,Peut-on se faire parrainer?
train2011-697_000005.jpg,"J'ai entendu dire que la rapidité et l'efficacité étaient vos points forts,"
train2011-697_000006.jpg,et que vos services étaient de très bonne qualité. J'espère pouvoir en
train2011-697_000007.jpg,profiter bientôt.
train2011-697_000008.jpg,"Dans l'espoir d'obtenir rapidement vos modalités d'inscription, je vous"
train2011-697_000009.jpg,"prie d'agréer, Madame, Monsieur, l'expression de mes salutations"
train2011-697_000010.jpg,distinguées.
train2011-698_000001.jpg,J'ai effectué aujourd'hui une commande dans votre
train2011-698_000002.jpg,magasin sous la référence client IFRUS32.
train2011-698_000003.jpg,J'aimerais modifier  celle ci  et commander 2 paquets de
train2011-698_000004.jpg,CD vierges au lieu d'un.
train2011-698_000005.jpg,J'espère que vous recevrez mon courrier à temps et pourrez
train2011-698_000006.jpg,faire le nécessaire.
train2011-698_000007.jpg,Je vous adresse mes sincères salutations.
train2011-699_000001.jpg,J'ai eu un entretien téléphonique avec Mr. Xavier
train2011-699_000002.jpg,du Service Clients de votre Société à cause du
train2011-699_000003.jpg,retard du versement de 5.000 euros que je dois
train2011-699_000004.jpg,percevoir pour dommage matériel.
train2011-699_000005.jpg,J'ai été invité à vous contacter. Donc j'aimerai
train2011-699_000006.jpg,obtenir un rendez-vous avec l'un des vos
train2011-699_000007.jpg,conseillers afin de faire le point sur la situation.
train2011-699_000008.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes"
train2011-699_000009.jpg,salutations distinguées.
train2011-700_000001.jpg,Concernant la commande n° 164266  passee  le 29 Janvier
train2011-700_000002.jpg,"2007, je souhaite ce jour doubler le nombre de CD vierges,"
train2011-700_000003.jpg,et ainsi passer de dix à vingt CD.
train2011-700_000004.jpg,"Bien Respectueusement,"
train2011-701_000001.jpg,"Venant de changer de banque, je vous serais"
train2011-701_000002.jpg,très obligé de bien vouloir prendre en
train2011-701_000003.jpg,compte mes nouvelles coordonnées bancaires.
train2011-701_000004.jpg,Je vous joints un nouveau relevé d'identité
train2011-701_000005.jpg,bancaire.
train2011-701_000006.jpg,Ma  refèrence  client est PMIQD23.
train2011-701_000007.jpg,"Comptant sur votre compréhension, je vous"
train2011-701_000008.jpg,"prie d'agréer, Monsieur, l'expression de"
train2011-701_000009.jpg,ma considération distinguée.
train2011-702_000001.jpg,Etant insatisfaite par le service que vous
train2011-702_000002.jpg,"me proposez, je souhaite par la présente"
train2011-702_000003.jpg,résilier mon assurance auto.
train2011-702_000004.jpg,Merci de votre compréhension.
train2011-703_000001.jpg,Je vous informe que je souhaiterais modifier ma commande en
train2011-703_000002.jpg,augmentant du double les quantités de CD vierges.
train2011-703_000003.jpg,"En l'attente de votre réponse, veuillez agréer l'expression de mes"
train2011-703_000004.jpg,salutations distinguées.
train2011-704_000001.jpg,Je suis assurée chez vous mon numéro référence
train2011-704_000002.jpg,client est le UGCTT70.
train2011-704_000003.jpg,Je souhaiterais être couvert au titre de la responsabilité
train2011-704_000004.jpg,civile car en me promenant j'ai provoqué la surdité d'un passant en
train2011-704_000005.jpg,lui éternuant à proximité de l'oreille.
train2011-704_000006.jpg,"J'espère que ce n'est pas trop tard pour  m'assuré , je"
train2011-704_000007.jpg,"reste à votre disposition, vous trouverez mon numéro de téléphone ci-dessus pour"
train2011-704_000008.jpg,tous renseignements.
train2011-704_000009.jpg,"En vous remerciant, veuillez agréer, Madame, Monsieur, mes"
train2011-704_000010.jpg,salutations distinguées.
train2011-705_000001.jpg,"Par la présente, je demande de l'indulgence de la part de votre entreprise"
train2011-705_000002.jpg,en ce qui concerne mon endettement relativement important.
train2011-705_000003.jpg,Je vous demande exeptionnellement une remise gracieuse...
train2011-705_000004.jpg,"Dans l'attente de votre réponse, je vous prie d'agréer, l'expression de mes"
train2011-705_000005.jpg,salutations distinguées.
train2011-706_000001.jpg,Ayant pris connaissance de la facture de janvier 2007
train2011-706_000002.jpg,"que votre société m'a adressé, je vous écris pour vous"
train2011-706_000003.jpg,faire part de mon désaccord vis à vis de cette dernière.
train2011-706_000004.jpg,"En effet, le montant indiqué me semble disproportionnel"
train2011-706_000005.jpg,-lement élevé par rapport à la réalité.
train2011-706_000006.jpg,"C'est pourquoi je vous prie, Madame, Monsieur, de bien"
train2011-706_000007.jpg,vouloir m'apporter de plus amples précisions à propos
train2011-706_000008.jpg,de ladite facture.
train2011-706_000009.jpg,"Veuillez recevoir, Madame, Monsieur, l'expression de"
train2011-706_000010.jpg,mes sentiments les plus distingués.
train2011-707_000001.jpg,"Ayant changé de banque, je vous fais parvenir ci-joint"
train2011-707_000002.jpg,un relevé d'identité bancaire attestant de mes nouvelles
train2011-707_000003.jpg,coordonnées.
train2011-707_000004.jpg,Je vous remercie d'effectuer les mises à jour de
train2011-707_000005.jpg,mon dossier nécessaires.
train2011-707_000006.jpg,"Veuillez agréer, Madame, Monsieur, l'expression"
train2011-707_000007.jpg,de mes meilleurs sentiments.
train2011-708_000001.jpg,Suite à un  dégat  des eaux chez mon voisin
train2011-708_000002.jpg,habitant l'appartement situé au dessus du
train2011-708_000003.jpg,"mien, je vous sollicite en ce qui concerne les"
train2011-708_000004.jpg,conséquences que cela a eût sur mon plafond.
train2011-708_000005.jpg,"Dans l'attente de votre réponse,"
train2011-708_000006.jpg,"Cordialement,"
train2011-709_000001.jpg,"Suite à un dégat des eaux, j'ai"
train2011-709_000002.jpg,l'honneur de solliciter votre intervention
train2011-709_000003.jpg,"dans le cadre de mon assurance ""habitation"""
train2011-709_000004.jpg,Dans l'attente de votre imprimé
train2011-709_000005.jpg,"de déclaration, je vous prie d'agréer,"
train2011-709_000006.jpg,"Messieurs, mes salutations distinguées."
train2011-710_000001.jpg,"Je vais tout prochainement me marier, c'est pourquoi je souhaiterais"
train2011-710_000002.jpg,m'entretenir avec l'un de vol conseiller concernant la création d'un
train2011-710_000003.jpg,"éventuel compte joint. D'autre part, j'aimerais également me renseigner"
train2011-710_000004.jpg,quant aux  procedures  à suivre suite à mon changement de nom.
train2011-710_000005.jpg,Merci donc de me contacter pour convenir d'un rendez-vous.
train2011-710_000006.jpg,"Veuillez agréer, Madame, Monsieur, l'expression de mes sincères salutations."
train2011-711_000001.jpg,Au vue de la valeur de cours de bourse des dernières
train2011-711_000002.jpg,"actions souscrites auprès de votre banque, je souhaiterais"
train2011-711_000003.jpg,obter pour une nouvelle souscription. Plus exactement
train2011-711_000004.jpg,je souhaiterais doubler le nombre d'actions souscrites.
train2011-711_000005.jpg,Vous en remerciant
train2011-712_000001.jpg,Cliente dans le cadre d'un contrat d'assurance habitation
train2011-712_000002.jpg,"sous la référence ETEAW02, je souhaite à ce jour le"
train2011-712_000003.jpg,résilier. Cette demande concerne ma résidence principale
train2011-712_000004.jpg,"située 34 rue des Oliviers, Verger des Arènes à Fréjus."
train2011-712_000005.jpg,Vous remerciant par avance de l' interêt  que vous
train2011-712_000006.jpg,"porterez à ma demande,"
train2011-712_000007.jpg,"Cordialement,"
train2011-713_000001.jpg,"Pour l'année 2007, j'aimerais adhérer au prélèvement mensuel"
train2011-713_000002.jpg,si cela est encore possible.
train2011-713_000003.jpg,En espérant que vous prendrez en compte mon inscription dans les
train2011-713_000004.jpg,"meilleurs délais, j'attends mon échéancier."
train2011-713_000005.jpg,Restant à votre disposition pour vous fournir tout renseignement
train2011-713_000006.jpg,"et/ou document  complementaire , veuillez agréer, Madame, Monsieur,"
train2011-713_000007.jpg,l'expression de mes salutations distinguées.
train2011-714_000001.jpg,Je souhaiterais obtenir rapidement un rendez-vous avec vous du fait
train2011-714_000002.jpg,de mon installation avec mon conjoint.
train2011-714_000003.jpg,Vous pourez me joindre au 03.95.24.24.15.
train2011-714_000004.jpg,"Veuillez agréer, Madame, Monsieur, mes salutations  dinstinguées ."
train2011-715_000001.jpg,"Veuillez trouver, ci-après, mes nouvelles coordonnées"
train2011-715_000002.jpg,téléphoniques : 03 02 14 93 96.
train2011-715_000003.jpg,En vous remerciant par avance d'en prendre bonne
train2011-715_000004.jpg,"note je vous prie d'agréer, Madame, Monsieur,"
train2011-715_000005.jpg,l'expression de mes salutations distinguées.
train2011-716_000001.jpg,"Je vous envoie cette requête, car je me trouve actuellement"
train2011-716_000002.jpg,"dans une situation assez désagréable. Il y a quelques jours,"
train2011-716_000003.jpg,j'ai éternué dans la rue.  Voila  qui ne serait pas grave si
train2011-716_000004.jpg,un passant qui se trouvait à proximité n'avait porté plainte sous
train2011-716_000005.jpg,prétexte que mon éternuement lui avait provoqué la surdité
train2011-716_000006.jpg,d'une oreille. J'aimerais donc avoir quelques information sur
train2011-716_000007.jpg,"la responsabilité civile et si possible, être couvert."
train2011-716_000008.jpg,"Cordialement,"
train2011-717_000001.jpg,"Je vous informe par la présente, et ce pour la"
train2011-717_000002.jpg,"seconde fois, que mon changement de données personnelles n'a"
train2011-717_000003.jpg,"pas été pris en compte. En effet, il y a maintenant un"
train2011-717_000004.jpg,"mois, je vous ai fait parvenir un courrier vous annonçant"
train2011-717_000005.jpg,mon changement de domicile et de numéro de téléphone.
train2011-717_000006.jpg,"Malheureusement, non seulement ce courrier est à ce jour"
train2011-717_000007.jpg,"resté lettre morte, mais de plus, je regrette que mes nouvelles"
train2011-717_000008.jpg,données n'aient pas été prises en compte. Veuillez faire le
train2011-717_000009.jpg,nécessaire pour corriger ceci ou je me verrai contraint
train2011-717_000010.jpg,de prévenir 50 millions de consommateurs par ce manque
train2011-717_000011.jpg,de professionnalisme ! Je commence à penser sérieusement
train2011-717_000012.jpg,que Sépa FR Téléphonie ne sait pas faire grand chose.
train2011-717_000013.jpg,Avec mes salutations distinguées.
train2011-718_000001.jpg,Je vous envoie ce courrier pour vous demander
train2011-718_000002.jpg,de bien vouloir effectuer une modification sur ma dernière
train2011-718_000003.jpg,"commande, du 2 Mars 2007, de CD vierges."
train2011-718_000004.jpg,"En effet, je voudrai doubler la quantité commandée"
train2011-718_000005.jpg,qui passera désormais de 5 à 10 unités.
train2011-718_000006.jpg,Dans l'attente d'une modification et de l'envoi de
train2011-718_000007.jpg,"mon colis, recevez, Madame, Monsieur, mes sincères salutations"
train2011-719_000001.jpg,"Après réflexion et consultation de ma situation financière, j'ai décidé"
train2011-719_000002.jpg,de modifier mon contrat : je souhaiterais commander plus d'action.
train2011-719_000003.jpg,"En effet, je désire doubler les quantités d'actions boursières qui ont été"
train2011-719_000004.jpg,commandées lors de l'action précédente.
train2011-719_000005.jpg,Pourriez-vous rapidement effectuer les modifications
train2011-719_000006.jpg,Merci de l' interet  que vous accordez à ma demande
train2011-720_000001.jpg,"Actuellement dans une situation financière difficile,"
train2011-720_000002.jpg,je souhaiterais obtenir un rendez-vous avec un
train2011-720_000003.jpg,conseiller afin de trouver une possible solution à un
train2011-720_000004.jpg,endettement devenu trop important.
train2011-720_000005.jpg,Dans l'attente d'une date à laquelle nous pourrions
train2011-720_000006.jpg,"nous entretenir pour plus d'informations,"
train2011-720_000007.jpg,"Veuillez agréer, Madame, Monsieur, l'expression"
train2011-720_000008.jpg,de mes sentiments distingués.
train2011-721_000001.jpg,J'ai le plaisir de vous commander un lot de cinquante
train2011-721_000002.jpg,CD vierges. La référence catalogue de ce lot est la suivante.
train2011-721_000003.jpg,ref : 010 - 25 - CDV.
train2011-721_000004.jpg,quantité : 1
train2011-721_000005.jpg,Prière de me les livrer à l'adresse ci-dessus.
train2011-721_000006.jpg,Je vous joins le règlement de la commande ainsi que des frais de
train2011-721_000007.jpg,livraison.
train2011-721_000008.jpg,"Pour tout problème, je vous prie de bien vouloir me contacter à"
train2011-721_000009.jpg,mon domicile au plus vite.
train2011-721_000010.jpg,Merci d'avance.
train2011-721_000011.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assurance de mon"
train2011-721_000012.jpg,profond respect.
train2011-722_000001.jpg,"Comme suite à notre entretien téléphonique de ce jour, je vous"
train2011-722_000002.jpg,prie de bien vouloir enregistrer ma demande d'augmentation du
train2011-722_000003.jpg,volume de ma commande précédente ci-dessous :
train2011-722_000004.jpg,-2 paires de chaussettes : référence CH 45-12
train2011-722_000005.jpg,Veuillez trouvez ci-joint un chèque correspondant au
train2011-722_000006.jpg,montant de mes achats.
train2011-722_000007.jpg,Je vous remercie de me livrer ces articles supplémentaires
train2011-722_000008.jpg,à mon adresse de livraison habituelle.
train2011-722_000009.jpg,"Je compte, pour la bonne exécution de cet ordre, sur votre"
train2011-722_000010.jpg,"ponctualité habituelle et vous prie d'agréer, Monsieur, mes"
train2011-722_000011.jpg,salutations les meilleures
train2011-723_000001.jpg,"Suite à un changement important de ma situation familiale,"
train2011-723_000002.jpg,j'aimerais que vous me fournissiez une documentation concer-
train2011-723_000003.jpg,nant les contrats d'assurance vie.
train2011-723_000004.jpg,"En effet, je viens d'avoir un enfant et il est im-"
train2011-723_000005.jpg,portant pour moi de me soucier dès maintenant de son
train2011-723_000006.jpg,avenir.
train2011-723_000007.jpg,"Monsieur, je compte sur votre bonne compréhension."
train2011-723_000008.jpg,Veuillez agréer l'expression de ma  sincere considération.
train2011-724_000001.jpg,"Suite à notre entretien téléphonique du 3 mars 2007,"
train2011-724_000002.jpg,je vous confirme par la présente ma commande d'actions
train2011-724_000003.jpg,boursières pour un montant de 1500€. Je vous charge
train2011-724_000004.jpg,de choisir le placement effectué en restant dans le
train2011-724_000005.jpg,cadre de mon plan d'actions actuel.
